rep_id,conference_total_01,conference_total_02,conference_total_03,conference_total_04,conference_total_05,conference_total_06,conference_total_07,conference_total_08,conference_total_09,conference_total_10,conference_total_11,conference_total_12,email_open_total_01,email_open_total_02,email_open_total_03,email_open_total_04,email_open_total_05,email_open_total_06,email_open_total_07,email_open_total_08,email_open_total_09,email_open_total_10,email_open_total_11,email_open_total_12,f2f_total_01,f2f_total_02,f2f_total_03,f2f_total_04,f2f_total_05,f2f_total_06,f2f_total_07,f2f_total_08,f2f_total_09,f2f_total_10,f2f_total_11,f2f_total_12,webinar_total_01,webinar_total_02,webinar_total_03,webinar_total_04,webinar_total_05,webinar_total_06,webinar_total_07,webinar_total_08,webinar_total_09,webinar_total_10,webinar_total_11,webinar_total_12,is_cardiologist,is_gp,years_since_graduation,gender_female,gender_male,hospital,office,prescription_total
107,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,2,2,1,3,2,4,7,7,6,4,5,6,6,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1.0,0.0,0.0,1.0,7
107,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,3,3,5,5,6,6,5,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1.0,0.0,0.0,1.0,5
107,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,1,1,0,1,0,0,0,3,3,4,4,5,4,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1.0,0.0,0.0,1.0,0
215,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,7,6,6,9,7,9,5,3,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1.0,0.0,0.0,1.0,0
235,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,1,0,2,0,0,1,0,0,4,6,9,7,7,6,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,1.0,0.0,0.0,1.0,5
223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,1,1,1,6,5,6,9,10,13,9,8,5,6,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,22,0.0,1.0,0.0,1.0,9
225,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,1,0,0,2,2,3,2,2,1,2,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,1.0,0.0,0.0,1.0,0
225,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,6,0,0,3,2,2,6,5,9,5,5,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,1.0,0.0,0.0,1.0,3
211,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,0,2,1,1,0,6,7,8,9,9,8,7,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.0,1.0,0.0,1.0,7
191,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,1,0,0,0,0,0,3,2,2,0,0,0,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,1.0,0.0,1.0,2
131,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,2,2,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.0,1.0,0.0,1.0,1
174,0,1,0,1,1,0,0,1,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,2,0,0,1,2,2,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,1.0,0.0,1.0,0
191,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,2,0,0,0,3,2,4,3,2,0,0,0,2,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8,0.0,1.0,0.0,1.0,1
209,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,2,1,1,0,2,3,1,1,4,1,1,3,4,4,2,1,1,0,0,0,1,1,0,1,3,3,2,0,0,0,0,0,1,0,48,1.0,0.0,0.0,1.0,8
149,1,0,1,0,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1.0,0.0,0.0,1.0,2
149,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,1,3,1,0,0,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,1,39,1.0,0.0,0.0,1.0,5
148,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,2,0,0,0,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,30,0.0,1.0,0.0,1.0,2
148,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,1,3,1,1,2,1,1,1,1,1,2,2,1,1,1,1,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,30,1.0,0.0,0.0,1.0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,2,1,0,2,0,2,2,5,6,7,5,3,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0.0,1.0,0.0,1.0,2
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,1,1,1,1,3,4,3,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,47,1.0,0.0,0.0,1.0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,2,1,3,1,1,1,1,2,2,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,25,0.0,1.0,0.0,1.0,2
148,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,1,3,0,1,3,3,1,3,4,6,4,2,1,3,3,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,43,1.0,0.0,0.0,1.0,2
142,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,31,0.0,1.0,0.0,1.0,1
142,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,1,3,1,1,1,0,2,3,3,4,4,4,6,6,4,2,2,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,37,1.0,0.0,0.0,1.0,1
148,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,38,1.0,0.0,0.0,1.0,0
214,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1.0,0.0,0.0,1.0,1
142,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,3,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,39,0.0,1.0,0.0,1.0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,0,2,0,1,1,2,0,2,2,2,4,4,4,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1.0,0.0,0.0,1.0,3
115,0,0,0,0,0,1,0,1,0,0,0,0,2,1,2,1,0,1,1,3,1,0,1,0,7,8,8,6,4,5,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1.0,0.0,0.0,1.0,7
115,0,0,1,0,0,2,1,0,1,0,0,0,3,1,0,0,1,2,1,0,2,0,0,0,2,4,6,7,5,5,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1.0,0.0,0.0,1.0,0
238,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,2,3,1,2,5,5,8,8,8,5,6,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0.0,1.0,0.0,1.0,11
173,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,1,1,1,0,2,1,8,10,11,11,8,9,7,4,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0.0,1.0,0.0,1.0,10
115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,3,0,0,1,0,1,2,2,2,2,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1.0,0.0,0.0,1.0,6
116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,1,2,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0.0,1.0,0.0,1.0,0
115,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,2,2,0,3,2,0,1,0,5,6,7,7,7,4,4,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1.0,0.0,0.0,1.0,13
116,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,1,0,1,0,2,2,2,2,3,2,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1.0,0.0,0.0,1.0,9
203,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,1,3,0,0,11,8,12,13,13,12,11,11,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1.0,0.0,0.0,1.0,4
117,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,2,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0.0,1.0,0.0,1.0,3
115,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,0,2,1,2,0,2,2,2,2,3,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.0,1.0,0.0,1.0,2
116,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,3,0,4,1,5,3,3,3,4,3,3,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1.0,0.0,0.0,1.0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,1,0,0,7,10,8,9,6,7,6,4,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1.0,0.0,1.0,0.0,33
115,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,2,1,0,0,4,1,0,3,1,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1.0,0.0,0.0,1.0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,1,3,0,0,2,2,2,3,2,1,0,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0.0,1.0,0.0,1.0,4
116,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5,2,1,1,0,1,3,3,4,3,4,4,4,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1.0,0.0,0.0,1.0,4
116,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,1,1,0,1,0,0,2,2,4,5,4,4,3,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1.0,0.0,0.0,1.0,0
116,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,2,1,1,4,1,0,0,0,0,1,3,3,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0.0,1.0,0.0,1.0,6
116,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,2,0,2,3,3,0,0,1,2,2,3,4,5,4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1.0,0.0,0.0,1.0,1
116,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,2,1,3,1,0,1,4,4,4,4,4,3,4,2,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1.0,0.0,0.0,1.0,9
115,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2,2,0,0,1,0,1,4,3,2,3,2,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1.0,0.0,0.0,1.0,6
212,0,0,0,0,0,1,0,0,1,0,1,0,1,2,2,1,0,0,0,1,1,2,0,0,3,2,5,4,5,5,6,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1.0,0.0,1.0,0.0,15
138,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,1,1,1,2,1,1,2,3,4,4,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.0,1.0,0.0,1.0,2
100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0.0,1.0,1.0,0.0,2
197,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,5,4,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.0,1.0,1.0,0.0,4
102,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.0,0.0,1.0,0.0,3
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.0,1.0,1.0,0.0,3
239,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0.0,1.0,0.0,1.0,18
154,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,1,1,1,1,5,5,5,4,4,2,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0.0,1.0,0.0,1.0,3
159,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1.0,0.0,1.0,0.0,9
195,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,2,1,3,0,1,4,2,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,1.0,0.0,1.0,6
218,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,7,5,4,2,3,4,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1.0,0.0,0.0,1.0,6
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,1,0,0,2,2,4,1,4,4,6,3,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1.0,0.0,0.0,1.0,0
218,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,2,1,4,1,1,3,2,1,1,2,2,3,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1.0,0.0,0.0,1.0,2
218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,2,0,1,2,1,4,3,2,1,2,1,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1.0,0.0,0.0,1.0,6
218,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,3,0,0,0,1,1,0,1,2,3,2,2,3,4,2,2,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1.0,0.0,0.0,1.0,2
218,0,0,0,0,0,0,0,1,0,0,0,1,1,4,2,0,0,0,1,0,3,0,0,0,1,1,1,2,3,2,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0.0,1.0,0.0,1.0,1
218,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,1,2,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1.0,0.0,0.0,1.0,4
218,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,1,0,1,1,2,1,1,1,1,1,1,0,2,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0.0,1.0,0.0,1.0,2
218,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,1,2,0,0,0,1,1,7,6,4,3,2,3,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48,1.0,0.0,0.0,1.0,4
218,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.0,1.0,0.0,1.0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,2,0,1,1,0,6,3,2,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1.0,0.0,0.0,1.0,2
218,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,4,0,1,3,1,1,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1.0,0.0,0.0,1.0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,0,0,2,2,0,2,0,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0.0,1.0,0.0,1.0,1
218,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2,1,0,0,0,4,1,0,0,4,2,1,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1.0,0.0,0.0,1.0,2
154,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,2,0,1,1,0,0,0,2,2,2,2,3,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1.0,0.0,0.0,1.0,7
218,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,3,1,1,2,2,1,2,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1.0,0.0,0.0,1.0,16
218,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,1,2,3,1,1,1,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1.0,0.0,0.0,1.0,4
108,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,3,1,0,0,0,2,1,1,0,0,0,2,3,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1.0,0.0,0.0,1.0,3
108,0,0,0,0,0,0,1,0,1,0,0,1,3,2,0,2,2,1,1,0,2,2,0,1,2,0,0,0,1,2,3,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1.0,0.0,0.0,1.0,0
143,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,3,0,3,0,2,1,0,2,3,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1.0,0.0,0.0,1.0,5
108,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0.0,1.0,0.0,1.0,0
108,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,2,1,1,0,1,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0.0,1.0,0.0,1.0,0
218,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,1,1,3,1,1,1,2,4,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1.0,0.0,0.0,1.0,21
108,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,1,0,3,0,2,2,1,1,0,1,3,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1.0,0.0,0.0,1.0,10
108,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,2,2,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.0,1.0,0.0,1.0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,2,1,0,1,1,2,1,1,0,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0.0,1.0,0.0,1.0,4
218,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,0,1,1,3,2,3,1,2,1,1,1,2,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0.0,1.0,0.0,1.0,4
154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,2,2,1,3,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1.0,0.0,0.0,1.0,3
108,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,1,0,2,0,2,1,1,1,1,1,1,0,1,3,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,1.0,0.0,0.0,1.0,1
108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.0,1.0,0.0,1.0,2
203,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2,0,2,1,1,1,0,2,1,3,3,1,1,2,2,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1.0,0.0,0.0,1.0,6
168,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,3,2,0,1,1,2,7,4,2,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1.0,0.0,0.0,1.0,0
145,2,0,0,0,0,0,0,1,0,0,0,1,2,3,0,1,0,1,0,2,1,1,1,0,1,1,2,2,2,3,3,6,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1.0,0.0,0.0,1.0,4
173,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,3,2,1,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,1.0,0.0,0.0,1.0,16
157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0.0,1.0,0.0,1.0,0
181,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1,2,1,1,2,5,1,1,2,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0,1.0,0.0,1.0,3
206,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,1,1,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1.0,0.0,0.0,1.0,4
166,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,1,2,4,1,1,1,4,6,7,6,5,3,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1.0,0.0,0.0,1.0,14
227,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,3,2,0,1,1,2,2,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0.0,1.0,0.0,1.0,7
215,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,6,3,4,5,7,8,9,6,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,1.0,0.0,0.0,1.0,13
126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,2,2,2,2,2,4,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1.0,0.0,0.0,1.0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1.0,0.0,0.0,1.0,5
149,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,2,1,1,3,1,3,1,1,1,1,1,1,1,2,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,45,1.0,0.0,0.0,1.0,2
126,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,1,1,0,1,0,3,2,3,2,2,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1.0,0.0,0.0,1.0,3
126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,1,3,1,2,4,2,1,1,1,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1.0,0.0,0.0,1.0,1
126,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,0,1,2,0,1,3,0,0,1,4,2,1,1,1,4,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1.0,0.0,0.0,1.0,3
127,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0,1.0,0.0,1.0,4
102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1.0,0.0,0.0,1.0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,2,4,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1.0,0.0,0.0,1.0,0
126,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,2,4,0,1,0,2,1,1,1,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0.0,1.0,0.0,1.0,1
127,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0,1,2,2,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1.0,0.0,0.0,1.0,5
127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.0,1.0,0.0,1.0,5
