rep_id,is_cardiologist,is_gp,years_since_graduation,conference_total,email_open_total,f2f_total,webinar_total,gender_female,gender_male,hospital,office,prescription_total
112,0,1,32,0,2,8,0,1.0,0.0,0.0,1.0,0
112,0,1,26,1,3,1,0,1.0,0.0,0.0,1.0,3
183,1,0,18,1,3,2,0,1.0,0.0,1.0,0.0,0
198,1,0,18,0,5,15,2,1.0,0.0,0.0,1.0,4
199,1,0,22,0,3,2,0,1.0,0.0,0.0,1.0,11
148,0,1,11,0,4,2,1,0.0,1.0,0.0,1.0,2
164,1,0,29,1,3,14,0,1.0,0.0,0.0,1.0,21
107,0,1,28,0,2,11,0,1.0,0.0,0.0,1.0,2
102,0,1,32,0,5,0,0,1.0,0.0,0.0,1.0,0
128,0,1,17,1,2,2,0,0.0,1.0,0.0,1.0,1
168,0,1,11,0,2,4,0,0.0,1.0,0.0,1.0,2
181,0,1,22,1,0,6,0,0.0,1.0,0.0,1.0,2
152,0,1,12,0,3,3,1,0.0,1.0,0.0,1.0,2
163,0,1,12,0,3,0,0,0.0,1.0,0.0,1.0,1
191,0,1,12,0,2,4,0,1.0,0.0,0.0,1.0,5
102,0,1,8,1,3,0,0,1.0,0.0,1.0,0.0,3
141,0,1,7,0,1,4,0,0.0,1.0,1.0,0.0,5
229,0,1,8,0,7,2,1,0.0,1.0,0.0,1.0,1
120,0,1,8,0,0,11,0,0.0,1.0,0.0,1.0,2
186,0,1,20,0,3,2,2,0.0,1.0,0.0,1.0,1
191,0,1,8,0,4,2,0,1.0,0.0,0.0,1.0,1
102,0,1,10,1,4,0,0,0.0,1.0,1.0,0.0,1
191,0,1,9,1,4,11,1,0.0,1.0,0.0,1.0,2
140,0,1,8,0,4,12,1,1.0,0.0,0.0,1.0,2
133,0,1,8,1,0,1,0,0.0,1.0,0.0,1.0,2
220,1,0,11,0,5,12,0,1.0,0.0,0.0,1.0,31
145,0,1,9,0,4,6,0,1.0,0.0,0.0,1.0,2
220,1,0,11,0,6,12,0,1.0,0.0,0.0,1.0,66
161,0,1,7,0,7,7,0,0.0,1.0,0.0,1.0,0
194,1,0,13,1,6,15,0,1.0,0.0,0.0,1.0,7
211,0,1,12,0,2,13,0,1.0,0.0,0.0,1.0,2
161,0,1,19,0,1,1,0,1.0,0.0,0.0,1.0,2
209,1,0,27,1,5,14,1,1.0,0.0,0.0,1.0,23
208,1,0,23,0,3,10,11,0.0,1.0,0.0,1.0,2
213,1,0,22,0,1,11,3,1.0,0.0,1.0,0.0,9
231,1,0,37,0,3,2,0,1.0,0.0,1.0,0.0,0
176,0,1,30,0,5,5,0,0.0,1.0,0.0,1.0,0
154,0,1,49,0,2,9,0,1.0,0.0,0.0,1.0,2
154,0,1,39,2,5,9,0,1.0,0.0,0.0,1.0,0
157,0,1,33,0,4,4,0,0.0,1.0,0.0,1.0,0
212,1,0,48,0,3,20,0,1.0,0.0,0.0,1.0,15
157,0,1,39,0,3,11,0,1.0,0.0,0.0,1.0,0
157,0,1,32,0,2,5,0,1.0,0.0,0.0,1.0,1
176,0,1,44,0,4,9,0,1.0,0.0,0.0,1.0,1
157,0,1,32,0,1,3,0,0.0,1.0,0.0,1.0,2
157,0,1,35,0,4,2,0,0.0,1.0,0.0,1.0,2
157,0,1,44,0,2,7,1,0.0,1.0,0.0,1.0,2
212,1,0,50,1,7,17,0,1.0,0.0,0.0,1.0,7
157,0,1,46,1,3,19,0,1.0,0.0,0.0,1.0,5
105,0,1,26,0,4,4,0,1.0,0.0,0.0,1.0,2
173,1,0,12,0,1,29,0,1.0,0.0,0.0,1.0,20
107,0,1,12,0,2,9,0,1.0,0.0,0.0,1.0,9
178,0,1,24,0,3,2,0,1.0,0.0,0.0,1.0,8
178,0,1,35,0,6,9,1,1.0,0.0,0.0,1.0,7
178,0,1,37,1,5,1,0,0.0,1.0,0.0,1.0,1
178,0,1,37,0,8,2,0,1.0,0.0,0.0,1.0,5
178,0,1,34,0,2,3,0,1.0,0.0,0.0,1.0,4
203,1,0,16,0,6,12,0,1.0,0.0,0.0,1.0,1
178,0,1,30,0,7,2,0,1.0,0.0,0.0,1.0,2
178,0,1,25,1,2,2,0,1.0,0.0,0.0,1.0,3
178,0,1,37,1,6,0,0,1.0,0.0,0.0,1.0,8
178,0,1,33,0,3,7,1,1.0,0.0,0.0,1.0,3
231,0,1,37,0,6,6,0,1.0,0.0,0.0,1.0,16
189,0,1,30,0,2,6,0,0.0,1.0,0.0,1.0,0
178,0,1,39,1,4,0,0,1.0,0.0,0.0,1.0,11
178,0,1,26,0,3,2,0,0.0,1.0,0.0,1.0,5
192,0,1,30,1,6,3,0,0.0,1.0,0.0,1.0,3
178,0,1,36,0,7,3,0,1.0,0.0,0.0,1.0,9
135,1,0,14,1,4,13,0,0.0,1.0,0.0,1.0,9
231,1,0,29,2,1,2,0,1.0,0.0,0.0,1.0,28
115,0,1,41,0,3,10,0,1.0,0.0,0.0,1.0,0
185,0,1,30,0,4,9,0,1.0,0.0,0.0,1.0,4
185,0,1,45,0,6,7,0,1.0,0.0,0.0,1.0,0
185,0,1,33,1,3,7,1,1.0,0.0,0.0,1.0,2
185,0,1,46,1,5,15,0,1.0,0.0,0.0,1.0,0
185,0,1,50,1,2,10,0,1.0,0.0,0.0,1.0,0
185,0,1,48,1,6,2,0,1.0,0.0,0.0,1.0,0
185,0,1,33,2,2,3,0,1.0,0.0,0.0,1.0,4
132,1,0,28,0,4,15,0,0.0,1.0,0.0,1.0,4
210,1,0,43,1,3,24,0,1.0,0.0,0.0,1.0,21
210,1,0,47,1,2,14,1,1.0,0.0,0.0,1.0,8
223,1,0,25,0,4,19,0,0.0,1.0,0.0,1.0,4
198,1,0,24,0,3,14,0,1.0,0.0,0.0,1.0,6
185,0,1,37,1,3,5,0,1.0,0.0,0.0,1.0,1
185,0,1,34,0,2,4,0,1.0,0.0,0.0,1.0,3
185,0,1,37,0,3,3,0,1.0,0.0,0.0,1.0,0
185,0,1,41,0,2,14,0,1.0,0.0,0.0,1.0,2
130,0,1,48,1,5,11,0,1.0,0.0,0.0,1.0,11
185,0,1,29,0,3,10,0,1.0,0.0,0.0,1.0,2
185,0,1,23,0,2,8,0,1.0,0.0,0.0,1.0,5
185,0,1,46,0,5,6,0,1.0,0.0,0.0,1.0,0
185,0,1,49,0,7,16,0,1.0,0.0,0.0,1.0,3
185,0,1,32,0,8,4,0,1.0,0.0,0.0,1.0,0
185,0,1,34,0,2,7,0,0.0,1.0,1.0,0.0,8
185,0,1,31,0,3,20,0,1.0,0.0,0.0,1.0,1
125,0,1,25,2,0,9,0,1.0,0.0,0.0,1.0,6
125,0,1,31,0,5,10,1,1.0,0.0,0.0,1.0,2
125,0,1,41,0,5,5,0,1.0,0.0,0.0,1.0,2
125,0,1,52,1,3,8,0,1.0,0.0,0.0,1.0,4
125,0,1,29,1,3,7,0,1.0,0.0,0.0,1.0,0
181,0,1,29,0,0,2,0,0.0,1.0,0.0,1.0,2
125,0,1,32,0,3,4,1,1.0,0.0,0.0,1.0,10
181,0,1,30,2,2,4,0,1.0,0.0,0.0,1.0,2
125,0,1,31,0,7,7,0,0.0,1.0,0.0,1.0,4
125,0,1,34,2,4,5,2,1.0,0.0,0.0,1.0,2
102,0,1,29,1,3,0,0,1.0,0.0,1.0,0.0,0
125,0,1,48,0,3,8,0,1.0,0.0,0.0,1.0,0
125,0,1,30,3,2,6,0,0.0,1.0,0.0,1.0,1
125,0,1,41,3,3,6,0,1.0,0.0,0.0,1.0,1
125,0,1,28,0,1,6,0,1.0,0.0,0.0,1.0,10
223,1,0,41,1,7,38,1,0.0,1.0,0.0,1.0,17
223,1,0,38,0,3,29,1,1.0,0.0,0.0,1.0,17
198,1,0,33,1,2,17,1,1.0,0.0,0.0,1.0,18
198,1,0,28,0,5,21,1,1.0,0.0,0.0,1.0,56
188,1,0,11,0,4,0,1,1.0,0.0,0.0,1.0,19
111,0,1,7,1,5,1,0,0.0,1.0,0.0,1.0,2
100,0,1,7,0,2,9,1,1.0,0.0,0.0,1.0,2
197,0,1,20,1,7,5,0,0.0,1.0,0.0,1.0,3
123,0,1,23,0,7,2,0,1.0,0.0,1.0,0.0,2
153,0,1,24,0,3,5,0,1.0,0.0,0.0,1.0,2
222,1,0,13,1,6,3,0,0.0,1.0,1.0,0.0,13
154,0,1,36,0,1,2,0,1.0,0.0,0.0,1.0,3
154,0,1,37,0,2,11,0,1.0,0.0,0.0,1.0,2
206,1,0,32,1,3,17,1,1.0,0.0,0.0,1.0,29
220,1,0,35,0,2,13,0,1.0,0.0,0.0,1.0,5
154,0,1,23,0,3,1,0,1.0,0.0,0.0,1.0,3
218,0,1,34,0,5,1,0,0.0,1.0,0.0,1.0,1
218,0,1,43,1,2,7,0,0.0,1.0,0.0,1.0,1
218,0,1,47,0,8,3,0,1.0,0.0,0.0,1.0,2
218,0,1,32,1,3,9,0,0.0,1.0,0.0,1.0,0
218,0,1,39,0,2,11,0,1.0,0.0,0.0,1.0,3
218,0,1,46,1,6,9,0,1.0,0.0,0.0,1.0,16
218,0,1,37,0,3,9,0,1.0,0.0,0.0,1.0,8
180,0,1,36,1,8,7,0,1.0,0.0,0.0,1.0,3
218,0,1,36,1,3,10,0,1.0,0.0,0.0,1.0,13
218,0,1,48,0,4,12,1,1.0,0.0,0.0,1.0,2
108,0,1,58,0,6,1,0,1.0,0.0,0.0,1.0,1
105,0,1,18,1,6,8,0,1.0,0.0,0.0,1.0,1
106,0,1,18,0,4,13,0,0.0,1.0,0.0,1.0,7
125,0,1,41,0,9,7,0,1.0,0.0,0.0,1.0,3
178,0,1,16,0,1,12,0,0.0,1.0,0.0,1.0,8
147,0,1,16,0,4,2,0,0.0,1.0,0.0,1.0,3
218,0,1,15,0,3,8,0,1.0,0.0,0.0,1.0,5
117,0,1,15,1,0,1,0,1.0,0.0,0.0,1.0,3
137,0,1,30,0,2,2,0,1.0,0.0,0.0,1.0,3
154,0,1,32,1,2,10,0,1.0,0.0,0.0,1.0,2
168,0,1,15,1,4,8,0,1.0,0.0,1.0,0.0,2
231,1,0,21,0,2,17,0,0.0,1.0,0.0,1.0,6
103,0,1,11,0,4,14,0,1.0,0.0,0.0,1.0,2
190,0,1,10,1,5,4,0,1.0,0.0,0.0,1.0,5
152,0,1,30,0,5,14,0,1.0,0.0,0.0,1.0,4
119,0,1,9,1,4,15,0,1.0,0.0,0.0,1.0,4
120,0,1,9,0,6,1,0,0.0,1.0,0.0,1.0,6
123,0,1,9,0,7,4,0,1.0,0.0,0.0,1.0,7
233,0,1,10,0,9,0,0,0.0,1.0,0.0,1.0,1
134,0,1,10,1,0,4,1,1.0,0.0,1.0,0.0,15
105,0,1,27,1,8,1,0,1.0,0.0,0.0,1.0,11
237,0,1,23,0,4,1,0,1.0,0.0,0.0,1.0,3
107,0,1,11,1,4,13,0,1.0,0.0,0.0,1.0,1
191,0,1,26,1,2,4,1,1.0,0.0,0.0,1.0,5
122,0,1,16,0,2,2,0,1.0,0.0,0.0,1.0,4
145,0,1,11,1,3,11,1,1.0,0.0,0.0,1.0,3
102,0,1,28,0,5,0,0,0.0,1.0,0.0,1.0,0
205,0,1,11,0,5,2,0,1.0,0.0,0.0,1.0,2
211,0,1,12,1,8,5,0,0.0,1.0,0.0,1.0,10
190,0,1,35,0,6,6,0,1.0,0.0,0.0,1.0,6
171,0,1,11,0,4,11,0,1.0,0.0,0.0,1.0,4
138,0,1,11,0,4,8,0,1.0,0.0,0.0,1.0,2
111,0,1,11,0,3,6,0,1.0,0.0,0.0,1.0,3
145,0,1,10,0,3,4,0,1.0,0.0,0.0,1.0,12
112,0,1,35,1,6,2,0,1.0,0.0,0.0,1.0,1
109,0,1,43,0,3,3,0,1.0,0.0,1.0,0.0,3
112,0,1,40,0,5,5,0,1.0,0.0,0.0,1.0,6
107,0,1,53,0,3,7,1,1.0,0.0,0.0,1.0,2
192,0,1,18,0,3,7,0,1.0,0.0,0.0,1.0,0
112,0,1,34,0,6,7,0,0.0,1.0,0.0,1.0,4
112,0,1,26,1,5,4,0,1.0,0.0,0.0,1.0,3
157,0,1,35,0,2,5,0,0.0,1.0,0.0,1.0,3
157,0,1,23,0,4,9,1,1.0,0.0,0.0,1.0,2
176,0,1,30,0,6,13,0,1.0,0.0,0.0,1.0,6
157,0,1,32,1,3,4,0,1.0,0.0,0.0,1.0,0
176,0,1,45,1,6,8,0,0.0,1.0,0.0,1.0,0
142,0,1,28,0,2,0,0,0.0,1.0,0.0,1.0,2
176,0,1,52,0,2,6,0,1.0,0.0,0.0,1.0,2
102,0,1,38,0,2,0,0,0.0,1.0,0.0,1.0,1
142,0,1,13,1,2,0,1,0.0,1.0,0.0,1.0,2
103,0,1,17,0,5,7,0,1.0,0.0,0.0,1.0,5
176,0,1,40,0,3,7,0,1.0,0.0,0.0,1.0,6
101,0,1,40,1,7,14,1,1.0,0.0,0.0,1.0,1
157,0,1,37,0,0,4,0,1.0,0.0,0.0,1.0,6
116,0,1,15,1,1,6,0,1.0,0.0,0.0,1.0,1
102,0,1,32,1,3,0,0,1.0,0.0,0.0,1.0,7
105,0,1,25,0,6,0,0,0.0,1.0,0.0,1.0,0
115,0,1,33,0,4,12,1,1.0,0.0,0.0,1.0,9
157,0,1,31,0,3,3,1,0.0,1.0,0.0,1.0,4
115,0,1,29,0,7,9,1,0.0,1.0,0.0,1.0,1
157,0,1,48,0,3,3,0,1.0,0.0,0.0,1.0,1
115,0,1,39,1,5,3,1,0.0,1.0,0.0,1.0,1
116,0,1,35,0,5,5,0,0.0,1.0,0.0,1.0,2
115,0,1,39,0,1,4,0,0.0,1.0,0.0,1.0,2
116,0,1,20,0,3,7,0,1.0,0.0,0.0,1.0,7
125,0,1,39,0,4,5,0,0.0,1.0,0.0,1.0,2
125,0,1,37,0,3,5,0,1.0,0.0,0.0,1.0,7
125,0,1,35,0,5,7,0,0.0,1.0,0.0,1.0,2
125,0,1,35,0,2,7,0,1.0,0.0,0.0,1.0,0
125,0,1,49,1,4,8,0,1.0,0.0,0.0,1.0,1
125,0,1,27,0,4,3,0,1.0,0.0,0.0,1.0,4
125,0,1,44,0,7,5,0,1.0,0.0,0.0,1.0,5
125,0,1,34,1,7,5,0,1.0,0.0,1.0,0.0,6
125,0,1,30,0,6,1,0,0.0,1.0,0.0,1.0,0
125,0,1,29,1,2,6,0,1.0,0.0,1.0,0.0,2
125,0,1,52,0,8,6,0,1.0,0.0,0.0,1.0,1
125,0,1,36,0,2,3,0,0.0,1.0,0.0,1.0,2
125,0,1,34,0,4,4,0,1.0,0.0,0.0,1.0,4
125,0,1,36,0,9,7,0,1.0,0.0,0.0,1.0,5
125,0,1,42,1,6,6,0,0.0,1.0,0.0,1.0,0
125,0,1,36,0,8,5,0,1.0,0.0,0.0,1.0,0
125,0,1,21,0,4,4,0,1.0,0.0,0.0,1.0,4
145,0,1,23,0,3,20,0,1.0,0.0,0.0,1.0,3
107,0,1,41,0,4,12,0,1.0,0.0,0.0,1.0,0
107,0,1,27,1,6,13,0,1.0,0.0,0.0,1.0,2
107,0,1,33,0,1,10,0,1.0,0.0,0.0,1.0,4
107,0,1,37,0,4,13,1,1.0,0.0,0.0,1.0,0
107,0,1,38,2,3,1,0,1.0,0.0,0.0,1.0,2
102,0,1,28,0,2,0,0,0.0,1.0,0.0,1.0,0
107,0,1,46,0,8,16,0,1.0,0.0,0.0,1.0,0
107,0,1,43,0,8,13,0,1.0,0.0,0.0,1.0,0
107,0,1,41,1,5,17,0,1.0,0.0,0.0,1.0,7
107,0,1,44,1,4,14,0,1.0,0.0,0.0,1.0,5
107,0,1,41,1,2,11,0,1.0,0.0,0.0,1.0,0
215,1,0,25,1,3,20,0,1.0,0.0,0.0,1.0,0
235,1,0,41,0,2,16,0,1.0,0.0,0.0,1.0,5
223,1,0,22,0,4,24,1,0.0,1.0,0.0,1.0,9
225,1,0,31,0,1,7,0,1.0,0.0,0.0,1.0,0
225,1,0,29,0,2,14,0,1.0,0.0,0.0,1.0,3
211,0,1,15,0,6,21,0,0.0,1.0,0.0,1.0,7
191,0,1,8,0,4,5,0,0.0,1.0,0.0,1.0,2
131,0,1,19,1,5,1,0,0.0,1.0,0.0,1.0,1
174,0,1,8,0,4,4,0,0.0,1.0,0.0,1.0,0
191,0,1,8,1,2,6,1,0.0,1.0,0.0,1.0,1
209,1,0,48,0,7,6,3,1.0,0.0,0.0,1.0,8
149,0,1,32,2,2,3,0,1.0,0.0,0.0,1.0,2
149,0,1,39,0,5,2,2,1.0,0.0,0.0,1.0,5
148,0,1,30,0,4,3,1,0.0,1.0,0.0,1.0,2
148,0,1,30,1,5,3,1,1.0,0.0,0.0,1.0,0
140,0,1,41,0,5,13,0,0.0,1.0,0.0,1.0,2
149,0,1,47,0,4,6,1,1.0,0.0,0.0,1.0,0
148,0,1,25,0,6,3,1,0.0,1.0,0.0,1.0,2
148,0,1,43,1,8,10,1,1.0,0.0,0.0,1.0,2
142,0,1,31,0,3,0,1,0.0,1.0,0.0,1.0,1
142,0,1,37,0,5,12,1,1.0,0.0,0.0,1.0,1
148,0,1,38,0,1,0,1,1.0,0.0,0.0,1.0,0
214,0,1,46,0,6,0,0,1.0,0.0,0.0,1.0,1
142,0,1,39,0,4,1,2,0.0,1.0,0.0,1.0,0
116,0,1,22,0,2,7,0,1.0,0.0,0.0,1.0,3
115,0,1,34,1,4,17,0,1.0,0.0,0.0,1.0,7
115,0,1,40,4,4,13,0,1.0,0.0,0.0,1.0,0
238,1,0,15,0,5,18,0,0.0,1.0,0.0,1.0,11
173,1,0,14,0,5,23,0,0.0,1.0,0.0,1.0,10
115,0,1,32,1,6,4,0,1.0,0.0,0.0,1.0,6
116,0,1,58,0,2,4,0,0.0,1.0,0.0,1.0,0
115,0,1,38,1,5,14,0,1.0,0.0,0.0,1.0,13
116,0,1,21,1,5,5,0,1.0,0.0,0.0,1.0,9
203,1,0,14,0,1,34,0,1.0,0.0,0.0,1.0,4
117,0,1,22,1,0,4,0,0.0,1.0,0.0,1.0,3
115,0,1,40,1,7,4,0,0.0,1.0,0.0,1.0,2
116,0,1,38,0,5,11,0,1.0,0.0,0.0,1.0,0
132,1,0,15,0,3,18,0,1.0,0.0,1.0,0.0,33
115,0,1,36,0,3,3,0,1.0,0.0,0.0,1.0,0
116,0,1,33,0,2,5,0,0.0,1.0,0.0,1.0,4
116,0,1,38,0,3,8,0,1.0,0.0,0.0,1.0,4
116,0,1,37,1,1,11,0,1.0,0.0,0.0,1.0,0
116,0,1,23,1,3,4,0,0.0,1.0,0.0,1.0,6
116,0,1,54,0,4,9,0,1.0,0.0,0.0,1.0,1
116,0,1,28,0,5,11,0,1.0,0.0,0.0,1.0,9
115,0,1,40,0,4,5,0,1.0,0.0,0.0,1.0,6
212,1,0,15,2,3,12,0,1.0,0.0,1.0,0.0,15
138,0,1,7,0,5,8,0,0.0,1.0,0.0,1.0,2
100,0,1,7,0,4,2,1,0.0,1.0,1.0,0.0,2
197,0,1,7,2,3,5,0,0.0,1.0,1.0,0.0,4
102,0,1,7,0,4,0,0,1.0,0.0,1.0,0.0,3
123,0,1,7,0,5,0,0,0.0,1.0,1.0,0.0,3
239,1,0,11,0,3,1,0,0.0,1.0,0.0,1.0,18
154,0,1,21,1,4,10,0,0.0,1.0,0.0,1.0,3
159,1,0,14,0,2,0,0,1.0,0.0,1.0,0.0,9
195,0,1,8,1,7,3,0,0.0,1.0,0.0,1.0,6
218,0,1,30,1,3,10,0,1.0,0.0,0.0,1.0,6
181,0,1,35,0,5,9,0,1.0,0.0,0.0,1.0,0
218,0,1,36,0,4,7,0,1.0,0.0,0.0,1.0,2
218,0,1,35,0,2,6,0,1.0,0.0,0.0,1.0,6
218,0,1,39,0,4,7,0,1.0,0.0,0.0,1.0,2
218,0,1,39,1,5,6,0,0.0,1.0,0.0,1.0,1
218,0,1,22,2,3,1,0,1.0,0.0,0.0,1.0,4
218,0,1,24,1,5,5,0,0.0,1.0,0.0,1.0,2
218,0,1,48,0,5,9,0,1.0,0.0,0.0,1.0,4
218,0,1,25,1,2,2,0,0.0,1.0,0.0,1.0,0
218,0,1,39,0,1,4,0,1.0,0.0,0.0,1.0,2
218,0,1,29,1,3,5,0,1.0,0.0,0.0,1.0,0
154,0,1,34,0,3,3,0,0.0,1.0,0.0,1.0,1
218,0,1,39,1,5,3,0,1.0,0.0,0.0,1.0,2
154,0,1,45,0,3,4,0,1.0,0.0,0.0,1.0,7
218,0,1,37,0,2,6,0,1.0,0.0,0.0,1.0,16
218,0,1,36,0,3,5,0,1.0,0.0,0.0,1.0,4
108,0,1,41,0,5,4,0,1.0,0.0,0.0,1.0,3
108,0,1,40,2,4,3,0,1.0,0.0,0.0,1.0,0
143,0,1,12,1,4,4,0,1.0,0.0,0.0,1.0,5
108,0,1,37,0,4,0,0,0.0,1.0,0.0,1.0,0
108,0,1,38,0,4,2,0,0.0,1.0,0.0,1.0,0
218,0,1,30,0,3,7,0,1.0,0.0,0.0,1.0,21
108,0,1,46,1,4,4,0,1.0,0.0,0.0,1.0,10
108,0,1,29,1,2,3,0,0.0,1.0,0.0,1.0,0
108,0,1,48,0,4,4,0,0.0,1.0,0.0,1.0,4
218,0,1,47,0,7,5,0,0.0,1.0,0.0,1.0,4
154,0,1,28,0,2,5,0,1.0,0.0,0.0,1.0,3
108,0,1,48,1,3,5,0,1.0,0.0,0.0,1.0,1
108,0,1,29,1,6,0,0,0.0,1.0,0.0,1.0,2
203,1,0,16,1,5,6,0,1.0,0.0,0.0,1.0,6
168,0,1,26,1,3,5,0,1.0,0.0,0.0,1.0,0
145,0,1,13,1,2,10,0,1.0,0.0,0.0,1.0,4
173,1,0,27,0,5,2,0,1.0,0.0,0.0,1.0,16
157,0,1,17,0,3,0,0,0.0,1.0,0.0,1.0,0
181,0,1,13,0,8,4,0,0.0,1.0,0.0,1.0,3
206,1,0,21,2,1,0,0,1.0,0.0,0.0,1.0,4
166,1,0,15,0,7,13,0,1.0,0.0,0.0,1.0,14
227,0,1,16,0,3,5,0,0.0,1.0,0.0,1.0,7
215,1,0,22,0,4,21,0,1.0,0.0,0.0,1.0,13
126,0,1,40,0,5,8,0,1.0,0.0,0.0,1.0,0
153,0,1,38,0,4,0,0,1.0,0.0,0.0,1.0,5
149,0,1,45,1,5,4,1,1.0,0.0,0.0,1.0,2
126,0,1,35,0,6,6,0,1.0,0.0,0.0,1.0,3
126,0,1,41,0,4,5,0,1.0,0.0,0.0,1.0,1
126,0,1,40,0,7,6,0,1.0,0.0,0.0,1.0,3
127,0,1,45,0,4,1,0,0.0,1.0,0.0,1.0,4
102,0,1,33,0,3,0,0,1.0,0.0,0.0,1.0,0
153,0,1,43,0,4,1,0,1.0,0.0,0.0,1.0,0
126,0,1,26,1,3,2,0,0.0,1.0,0.0,1.0,1
127,0,1,42,0,4,3,0,1.0,0.0,0.0,1.0,5
127,0,1,25,0,2,0,0,0.0,1.0,0.0,1.0,5
127,0,1,21,0,2,0,0,0.0,1.0,0.0,1.0,6
127,0,1,31,0,2,5,0,0.0,1.0,0.0,1.0,0
127,0,1,31,0,5,4,0,1.0,0.0,0.0,1.0,3
127,0,1,37,1,7,6,0,0.0,1.0,0.0,1.0,6
127,0,1,36,0,1,5,0,1.0,0.0,0.0,1.0,6
127,0,1,43,0,4,6,1,1.0,0.0,0.0,1.0,1
151,0,1,36,0,3,8,0,0.0,1.0,0.0,1.0,1
153,0,1,42,0,6,1,0,1.0,0.0,0.0,1.0,1
153,0,1,39,0,2,12,0,1.0,0.0,0.0,1.0,4
153,0,1,37,0,1,10,0,1.0,0.0,0.0,1.0,8
153,0,1,34,0,3,8,0,1.0,0.0,0.0,1.0,1
153,0,1,33,1,4,1,0,0.0,1.0,0.0,1.0,3
151,0,1,30,2,3,1,0,1.0,0.0,0.0,1.0,0
169,0,1,32,1,4,14,0,1.0,0.0,0.0,1.0,3
169,0,1,28,0,6,6,0,1.0,0.0,0.0,1.0,2
140,0,1,46,0,6,12,0,0.0,1.0,0.0,1.0,1
129,0,1,11,0,3,9,0,1.0,0.0,0.0,1.0,5
137,0,1,27,0,4,5,0,0.0,1.0,0.0,1.0,0
205,0,1,12,1,3,8,0,1.0,0.0,0.0,1.0,0
107,0,1,12,1,5,1,0,0.0,1.0,1.0,0.0,7
151,0,1,12,0,4,8,0,0.0,1.0,0.0,1.0,1
108,0,1,22,0,3,1,0,1.0,0.0,0.0,1.0,2
168,0,1,11,0,8,5,0,1.0,0.0,0.0,1.0,4
144,0,1,12,2,3,3,0,1.0,0.0,0.0,1.0,2
121,0,1,17,1,6,4,0,1.0,0.0,0.0,1.0,3
117,0,1,12,1,5,0,0,0.0,1.0,0.0,1.0,2
207,0,1,15,0,1,11,1,0.0,1.0,0.0,1.0,3
102,0,1,11,0,8,0,0,1.0,0.0,0.0,1.0,7
102,0,1,39,2,1,0,0,0.0,1.0,0.0,1.0,2
106,0,1,18,0,6,7,0,1.0,0.0,0.0,1.0,3
184,0,1,23,0,5,7,0,1.0,0.0,0.0,1.0,2
229,0,1,14,1,5,8,2,1.0,0.0,0.0,1.0,3
143,0,1,12,0,1,1,1,1.0,0.0,0.0,1.0,3
106,0,1,13,0,4,8,0,1.0,0.0,0.0,1.0,0
186,0,1,36,0,6,4,3,1.0,0.0,0.0,1.0,3
145,0,1,25,1,2,13,0,1.0,0.0,0.0,1.0,2
225,1,0,15,1,9,31,0,1.0,0.0,0.0,1.0,11
106,0,1,9,0,2,6,0,0.0,1.0,0.0,1.0,0
202,0,1,9,0,2,1,1,1.0,0.0,0.0,1.0,4
125,0,1,11,2,2,2,0,1.0,0.0,0.0,1.0,1
137,0,1,11,0,3,0,0,1.0,0.0,0.0,1.0,13
125,0,1,15,0,8,1,0,1.0,0.0,0.0,1.0,6
133,0,1,15,0,3,7,0,0.0,1.0,0.0,1.0,8
192,0,1,9,0,6,1,0,1.0,0.0,0.0,1.0,6
176,0,1,44,1,4,5,0,0.0,1.0,0.0,1.0,1
212,1,0,17,0,2,15,0,1.0,0.0,1.0,0.0,4
233,0,1,35,0,4,5,0,1.0,0.0,0.0,1.0,9
157,0,1,22,1,3,4,1,1.0,0.0,0.0,1.0,0
157,0,1,41,1,4,16,0,0.0,1.0,0.0,1.0,1
157,0,1,34,0,4,11,0,1.0,0.0,0.0,1.0,2
157,0,1,26,0,0,6,0,1.0,0.0,0.0,1.0,2
154,0,1,40,0,2,10,0,1.0,0.0,0.0,1.0,6
145,0,1,7,0,4,5,0,0.0,1.0,0.0,1.0,4
114,1,0,11,0,2,9,2,1.0,0.0,1.0,0.0,2
237,0,1,8,0,2,3,1,1.0,0.0,0.0,1.0,0
140,0,1,7,1,5,2,0,0.0,1.0,0.0,1.0,2
191,0,1,8,0,3,7,1,1.0,0.0,0.0,1.0,10
102,0,1,23,0,3,0,0,1.0,0.0,0.0,1.0,1
105,0,1,30,0,2,4,0,1.0,0.0,0.0,1.0,3
196,0,1,7,0,4,7,0,1.0,0.0,0.0,1.0,2
239,1,0,24,0,6,0,0,1.0,0.0,0.0,1.0,3
225,1,0,28,0,2,14,0,1.0,0.0,0.0,1.0,1
107,0,1,38,0,2,16,0,0.0,1.0,0.0,1.0,2
179,0,1,40,1,2,15,0,1.0,0.0,0.0,1.0,1
107,0,1,40,0,5,15,0,0.0,1.0,0.0,1.0,1
215,1,0,32,0,7,14,0,1.0,0.0,0.0,1.0,39
215,1,0,44,0,5,12,0,1.0,0.0,0.0,1.0,22
215,1,0,29,0,0,6,0,0.0,1.0,0.0,1.0,26
223,1,0,39,1,0,24,2,1.0,0.0,0.0,1.0,0
225,1,0,44,1,6,18,0,1.0,0.0,0.0,1.0,2
215,1,0,41,0,3,26,0,1.0,0.0,0.0,1.0,30
